titre,date_poste,date_fin,description,contrat,ville,pays,entreprise,langue
assistant rh,2023-01-07 01:00:47,2023-02-28 16:23:42,"nous recrutons pour le compte de l’un de nos clients, un assistant rh h/f sur casablanca.. missions :. . veiller à l’application des procédures rh par les opérationnels. gestion administrative rh (contrats de travail, mutuelle, volet disciplinaire…). suivi des dossiers personnels. gestion du recrutement. piloter et animer les relations sociales..",Intérim,casablanca,maroc,dama,fr
réceptionniste,2023-01-07 01:00:47,2023-02-28 16:32:39,"nous recrutons pour le compte de notre client, un hôtel 5 étoiles basé sur casablanca, des réceptionnistes.. missions :. . accueil des clients individuels et des groupes. gestion des réservations et des comptes clients. présentation des prestations de l’hôtel, promotion des produits boutique. relations avec les agences de voyages, fournisseurs. coordination avec le service des étages..",Intérim,casablanca,maroc,tectra casa tertiaire ,fr
technicien en informatique,2023-01-07 01:00:47,2023-02-28 16:33:22,"missions :. . maintenance parc informatique,. helpdesk applicatif n 1.",CDI,rabat,maroc,n.c.,fr
responsable back office,2023-01-07 01:00:47,2023-02-28 16:56:17,"missions :. . s’assurer de la réalisation du suivi administratif et comptable lié aux activités gérées. superviser les travaux des équipes sur l’ensemble des domaines gérés (clients/compte, mdp, monétique, international, engagement, ….). accompagner les équipes sur les différents sujets liés à l’activité back office (investigations sur les flux bancaires, contrôles, assistance sur la résolution du suspens / incidents, etc.). assurer le traitement des réclamations et leur régularisation éventuelle. assurer la réalisation des reportings liés à l’activité ainsi que la gestion de la performance. participer à la rédaction et l’actualisation des procédures tout en définissant les contrôles pertinents sur le périmètre. manager à terme une équipe back office. assurer relations avec les autres services de la banque et les partenaires externes. piloter ou participer au pilotage opérationnel des projets de votre département..",CDI,casablanca,maroc,bank al yousr,fr
géologue en intérim,2023-01-07 01:00:47,2023-02-28 18:02:07,nous recrutons pour le compte de notre client spécialisé dans la fabrication des matériaux de construction deux (02) géologues en intérim..,Intérim,casablanca,maroc,tectra casa bourgogne ,fr
gouvernante générale,2023-01-07 01:00:47,2023-02-28 16:36:57,missions :. . assister aux réunions du comité de direction . organiser les briefings et les réunions . former et coacher son équipe de 36 personnes. gérer les stocks et passer les commandes . contrôler les chambres..,CDI,rabat,maroc,n.c.,fr
opérateur d'agence de voyage,2023-01-07 01:00:47,2023-02-28 16:34:08,missions :. . aider les clients à faire leur choix . bien décrire les offres . saisir les réservations . entretenir de bonnes relations avec les to. .,CDI,rabat,maroc,n.c.,fr
chef d'agence de voyage,2023-01-06 01:00:01,2023-02-27 10:03:28,"missions :. . déterminer le positionnement commercial et promouvoir l’activité commerciale de l’agence (voyages, séjours, billetterie…) dans le respect de la réglementation spécifique des agences de voyage et dans le cadre de la politique générale définie par les propriétaires ; . conclure les accords et les contrats avec les clients, les prestataires et les partenaires ;. concevoir les offres spécifiques figurant au catalogue de l’agence et superviser leur mise au point ;. organiser le fonctionnement de l’agence, former, encadrer et animer son équipe ; . suivre les résultats et rendre compte de sa gestion auprès des propriétaires..",CDI,rabat,maroc,n.c.,fr
chargé clientèle senior,2023-01-06 01:00:01,2023-02-27 10:31:43,nous recrutons pour l'un de nos clients un chargé clientèle senior sur la ville de marrakech.. missions :. . encaisser et assurer les transactions clients de son espace. effectuer les opérations nécessaires pour une gestion rigoureuse de la caisse. garantir un bon niveau de satisfaction de la clientèle. recevoir le règlement et l’établissement des paiements selon les procédures en vigueur. règlement des dépenses en espèces selon les procédures en vigueur. édition des factures et la coordination avec le client. assurer la gestion globale de l'agence..,Intérim,marrakech,maroc,dama,fr
chargé clientèle senior,2023-01-06 01:00:01,2023-02-27 10:30:01,nous recrutons pour l'un de nos clients un chargé clientèle senior sur la ville de tétouan.. missions :. . encaisser et assurer les transactions clients de son espace. effectuer les opérations nécessaires pour une gestion rigoureuse de la caisse. garantir un bon niveau de satisfaction de la clientèle. recevoir le règlement et l’établissement des paiements selon les procédures en vigueur. règlement des dépenses en espèces selon les procédures en vigueur. édition des factures et la coordination avec le client. assurer la gestion globale de l'agence..,Intérim,tétouan,maroc,dama,fr
chargé clientèle senior,2023-01-06 01:00:01,2023-02-27 10:34:46,nous recrutons pour l'un de nos clients un chargé clientèle senior sur la ville de safi.. missions :. . encaisser et assurer les transactions clients de son espace. effectuer les opérations nécessaires pour une gestion rigoureuse de la caisse. garantir un bon niveau de satisfaction de la clientèle. recevoir le règlement et l’établissement des paiements selon les procédures en vigueur. règlement des dépenses en espèces selon les procédures en vigueur. édition des factures et la coordination avec le client. assurer la gestion globale de l'agence..,Intérim,safi,maroc,dama,fr
opératrice de saisie,2023-01-06 01:00:01,2023-02-27 11:21:28,"nous recrutons pour l'un de nos clients une opératrice de saisie sur la ville de casablanca.. missions :. . réceptionner les documents à traiter. vérifier leur contenu, les informations et les délais. saisir les documents à l’aide des outils numériques mis à disposition. prendre des notes, savoir retranscrire une réunion et écrire sous la dictée. contrôler les informations et effectuer les suivis de leurs modifications. éviter les erreurs de saisie et pouvoir mettre en forme les documents de façon claire et lisible. .",Intérim,casablanca,maroc,dama,fr
chargé de recrutement et sourcing,2023-01-06 01:00:01,2023-02-27 11:27:26,"notre client, une grande multinationale à casablanca, cherche dans le cadre de l’intérim, un chargé de recrutement et sourcing h/f.",Intérim,casablanca,maroc,dekra services,fr
baby-sitter,2023-01-06 01:00:01,2023-02-27 12:29:01,une grande structure de renom opérant dans le secteur hôtelier recherche une baby-sitter sur el jadida.,Intérim,el jadida,maroc,artus,fr
animateur club enfants,2023-01-06 01:00:01,2023-02-27 12:30:42,une grande structure de renom opérant dans le secteur hôtelier recherche un animateur club enfants sur el jadida.,Intérim,el jadida,maroc,artus,fr
superviseur régional,2023-01-06 01:00:01,2023-02-27 15:41:37,"nous recrutons pour l'un de nos clients un superviseur régional sur la ville de marrakech.. missions :. . développer les ventes et réaliser les objectifs assignés en termes de recrutement de nouveau point de ventes et de chiffre d’affaires par activité.. superviser et encadrer une équipe de vente.. fixer et évaluer régulièrement les réalisations de chaque collaborateur.. anticiper les imprévus, suggérer des actions correctives.. analyser le marché de sa région, l’état de la concurrence et faire circuler l’information au sein de son équipe et vers sa hiérarchie.. négocier les opérations commerciales conformément à la politique commerciale de l’entreprise.. participer avec la direction au recrutement, à la formation, à l’organisation et l’optimisation de l’activité de la force de vente afin d’atteindre les objectifs qui lui ont été assignés à moindre coût.. planifier les visites hebdomadaires des dtc, s’assurer que c’est respecté et que le rapport de visite est transmis chaque samedi de la semaine écoulée.. assurer une couverture géographique optimale des es et agences selon les orientations marketing de l’entreprise.. cerner les pistes de développement de sa région afin d’établir des stratégies adéquates pour générer un accroissement de chiffre d’affaires.. assurer le reporting hebdomadaire auprès de la direction commerciale, aussi bien pour les ventes que pour les informations collectées sur le terrain.. optimiser des coûts commerciaux..",Intérim,marrakech,maroc,dama,fr
agent de saisie en intérim,2023-01-06 01:00:01,2023-02-27 15:33:51,"nous recrutons pour notre client spécialisé dans le transport international et le transit un agent de saisie en intérim.. missions :. . transmission des dossiers mci, poids et mesures. suivi des dossiers et tâches administratives,. contact avec les clients et compagnies de transport..",Intérim,casablanca,maroc,tectra casa bourgogne ,fr
superviseur régional,2023-01-06 01:00:01,2023-02-27 15:42:10,"nous recrutons pour l'un de nos clients un superviseur régional sur la ville de laayoune.. missions :. . développer les ventes et réaliser les objectifs assignés en termes de recrutement de nouveau point de ventes et de chiffre d’affaires par activité.. superviser et encadrer une équipe de vente.. fixer et évaluer régulièrement les réalisations de chaque collaborateur.. anticiper les imprévus, suggérer des actions correctives.. analyser le marché de sa région, l’état de la concurrence et faire circuler l’information au sein de son équipe et vers sa hiérarchie.. négocier les opérations commerciales conformément à la politique commerciale de l’entreprise.. participer avec la direction au recrutement, à la formation, à l’organisation et l’optimisation de l’activité de la force de vente afin d’atteindre les objectifs qui lui ont été assignés à moindre coût.. planifier les visites hebdomadaires des dtc, s’assurer que c’est respecté et que le rapport de visite est transmis chaque samedi de la semaine écoulée.. assurer une couverture géographique optimale des es et agences selon les orientations marketing de l’entreprise.. cerner les pistes de développement de sa région afin d’établir des stratégies adéquates pour générer un accroissement de chiffre d’affaires.. assurer le reporting hebdomadaire auprès de la direction commerciale, aussi bien pour les ventes que pour les informations collectées sur le terrain.. optimiser des coûts commerciaux..",Intérim,laâyoune,maroc,dama,fr
superviseur régional,2023-01-06 01:00:01,2023-02-27 15:44:23,"nous recrutons pour l'un de nos clients un superviseur régional sur la ville de dakhla.. missions :. . développer les ventes et réaliser les objectifs assignés en termes de recrutement de nouveau point de ventes et de chiffre d’affaires par activité.. superviser et encadrer une équipe de vente.. fixer et évaluer régulièrement les réalisations de chaque collaborateur.. anticiper les imprévus, suggérer des actions correctives.. analyser le marché de sa région, l’état de la concurrence et faire circuler l’information au sein de son équipe et vers sa hiérarchie.. négocier les opérations commerciales conformément à la politique commerciale de l’entreprise.. participer avec la direction au recrutement, à la formation, à l’organisation et l’optimisation de l’activité de la force de vente afin d’atteindre les objectifs qui lui ont été assignés à moindre coût.. planifier les visites hebdomadaires des dtc, s’assurer que c’est respecté et que le rapport de visite est transmis chaque samedi de la semaine écoulée.. assurer une couverture géographique optimale des es et agences selon les orientations marketing de l’entreprise.. cerner les pistes de développement de sa région afin d’établir des stratégies adéquates pour générer un accroissement de chiffre d’affaires.. assurer le reporting hebdomadaire auprès de la direction commerciale, aussi bien pour les ventes que pour les informations collectées sur le terrain.. optimiser des coûts commerciaux..",Intérim,dakhla,maroc,dama,fr
agent blanchisserie,2023-01-06 01:00:01,2023-02-27 15:46:44,une grande structure de renom opérant dans le secteur hôtelier recherche un agent blanchisserie sur el jadida.,Intérim,el jadida,maroc,artus,fr
commerciaux b2b expérimentés,2023-01-06 01:00:01,2023-02-27 17:38:50,"dans le cadre de notre expansion continue, nous sommes à la recherche des commerciaux b2b expérimentés des personnes ambitieuses et dotées d'une expérience en b2b pour rejoindre nos équipes à tétouan avec salaire motivant.. choisir myopla tétouan, c'est faire le choix d'une carrière dans un cadre unique. pourquoi choisir myopla ?. . emplacement qui assure un excellent cadre de travail, à quelques minutes de cabo negro. salaire + primes. cnss + amo. transport assuré. excellentes conditions de travail avec formation + accompagnement. réelles perspectives d'apprentissage, de développement et d'évolution. environnement jeune, dynamique, international &amp; multiculturel..",CDI,tétouan,maroc,myopla,fr
"médecin vétérinaire - , confinements et récupérations à prévoir",2023-01-05 01:00:02,2023-02-26 17:34:57,"nous recherchons un médecin vétérinaire généraliste, h/f, pour un parc animalier privé à rabat et régions, confinements et récupérations à prévoir . . poste en cdi, nourri logé . . missions :. . gérer la nutrition, la productivité des animaux ;. établir les diagnostics et indiquer les traitements adéquats; - procéder aux interventions chirurgicales ;. vermifuger et vacciner les animaux ;. réaliser tous les examens nécessaires (radios, analyses de sang…) ;. pratiquer l'insémination artificielle ;. intervenir en urgence lors de mises bas difficiles ;. informer sur les bonnes pratiques de soins à instaurer pour chaque animal ;. vérifier et contrôler l'hygiène..",CDI,rabat,maroc,n.c.,fr
administrateur sage,2023-01-05 01:00:02,2023-02-26 17:34:20,"nous recrutons en cdi, pour une société privée basée à rabat, un administrateur sage.. missions :. . assurer la gestion de l’erp sage x3, ecf, simpltva, etc.. gestion des données sur les différentes solutions de gestion, ex : primion, moovapps, stc.. piloter les projets informatiques (rédaction des spécifications, gestion du planning/jalons, accompagnement des utilisateurs, recette, mep, etc.). garantir une excellente performance du support informatique et télécom aux utilisateurs. gérer la relation avec les fournisseurs des services et prestations informatique et télécom. veiller au bon fonctionnement de la production informatique..",CDI,rabat,maroc,n.c.,fr
community manager anglophone,2023-01-05 01:00:02,2023-02-26 09:33:18,"nous recrutons pour notre client des community managers anglophonesmissions : - coordination de la mise en ligne des menus en relation avec les équipes commerciales. - création, mise en ligne, amélioration et optimisation du contenu des menus des restaurants - élaboration des recommandations pertinentes - formation des partenaires sur l'usage de la plateforme.",CDI,casablanca,maroc,tectra casa tertiaire ,fr
assistante commerciale sédentaire,2023-01-05 01:00:02,2023-02-26 09:34:07,"nous recrutons pour notre client, sur casablanca, une assistante commerciale sédentaire. missions :. . prospection de nouveaux clients et démarchage téléphonique ;. suivi des dossiers et de la relation client ;. négociation des contrats après analyse des besoins des cibles..",CDI,casablanca,maroc,tectra casa tertiaire ,fr
responsable facturation et moyens généraux,2023-01-05 01:00:02,2023-02-26 10:14:17,missions :. - contrôler les éléments produits par l’équipe facturation dans le cadre de l’activité - garantir la conformité des éléments comptables produits et envoyés aux clients - mise en place et suivi de kpi's et de reporting. - s'assurer de la bonne facturation des clients dans les conditions prévues et dans les temps ; - assurer la gestion des moyens généraux.,CDI,casablanca,maroc,adecco,fr
technicien systèmes et production informatique,2023-01-05 01:00:02,2023-02-26 11:53:22,"dans le cadre du développement de notre équipe, nous sommes à la recherche d'un technicien systèmes et production informatique qui aura comme missions :. maintien et exécution des procédures d’exploitation des systèmes . . elaborer et mettre en place les outils de normalisation, d’automatisation et de sécurisation de la production.. maintenir en condition opérationnelle des ressources systèmes (serveurs, vm, logiciel etc..) en veillant au respect des normes et des critères de performance.. installation, administration et gestion des incidents relatifs aux bases de données.. etudier et mettre en place les politiques de sécurité et de traçabilité requises sur l’accès aux bdd.. participer à l’application du plan de reprise des activités et de continuité de services. . assurer une veille technologique en matière de méthodes et outils de production.. . réalisation de l’intégration technique d’applications. . respecter des plans de mise en production des logiciels en mode saas.. installer les logiciels, services et configurer les sessions serveurs suivant les normes en vigueur.. assurer les tâches de monitoring : taches planifiées, sauvegardes etc.... planifier des traitements (batch) sous unix et shell windows.. assurer la mise en activité réelle d’une correction ou d’une mise à jour d’une composante logicielle ou matérielle après sa validation en préproduction (run).. assurer une surveillance en temps réel des systèmes et des applications.. participer à la communication avec les prestataires (datacenter, hébergeurs etc..).. . support de la production : niveaux 2 et 3 pour les incidents. . analyser et gérer les incidents d’exploitation, opérer la restitution ou le rollback et assurer les opérations de maintenance.. assurer un support technique (2ème et 3ème niveau).. intervenir sous contraintes de délais lors des incidents d’exploitation (analyse des incidents, diagnostic et résolution des incidents).. déroulement et amélioration des stratégies de sauvegarde/restauration en place.. assurer la communication à la fin d’un incident auprès des différentes équipes du support..",CDI,casablanca - rabat,maroc,vision business consulting,fr
opérateurs réseau eau et assainissement,2023-01-05 01:00:02,2023-02-26 12:35:40,"nous recrutons pour notre client spécialisé dans la distribution d'eau et d'électricité :. des opérateurs réseau eau et assainissement pour mission principale de réaliser les travaux urgents et programmés sur le réseau tertiaire, eau et assainissement ainsi que les branchements et raccordements clients.. vos principales missions sont :. . réaliser, sous la supervision du chef d’équipe, toute intervention sur les réseaux et les ouvrages eau et assainissement et en particulier :. repérer et déterrer les ouvrages,. réparer et reconstruire les ouvrages,. remonter toute anomalie constatée sur les réseaux lydec,. assurer l’astreinte. . pour les opérations d’eau :. . manœuvrer les vannes,. réparer les fuites sur branchements, conduites, vannes ou bouches d’incendie,. changer les compteurs,. curer les abris des compteurs,. réaliser les travaux de branchement et poses raccords,. . pour les opérations d’assainissement :. . réaliser les branchements,. déboucher et curer les ouvrages,. réaliser des travaux de terrassement, sondage et maçonnerie,. réaliser, à titre exceptionnel, des opérations sur les autres réseaux gérés par notre client..",Intérim,casablanca,maroc,tectra casa bourgogne ,fr
coursier administratif,2023-01-05 01:00:02,2023-02-26 16:30:07,nous recrutons pour le compte de notre client basé sur la ville de bouskoura un coursier administratif.. détails du poste :. - assurer l'accueil. - coursier en interne. transport assuré sur la ville de casablanca.,CDI,casablanca,maroc,armonia facilities,fr
administrateur sage x3 & it,2023-01-05 01:00:02,2023-02-26 17:26:49,"missions :. . assurer la gestion de l’erp sage x3, ecf, simpltva, etc.. gestion des données sur les différentes solutions de gestion, ex : primion, moovapps, etc.. piloter les projets informatiques (rédaction des spécifications, gestion du planning/jalons, accompagnement des utilisateurs, recette, mep, etc.). garantir une excellente performance du support informatique et télécom aux utilisateurs. gérer la relation avec les fournisseurs des services et prestations en informatique et télécom. veiller au bon fonctionnement de la production informatique.. . compétences :. . maîtrise de l’erp sage x3, ecf et simpltva. maîtrise de la gestion des projets informatiques (expériences probantes exigées). maîtrise du langage sql. aisance rédactionnelle, conduite des réunions et des présentations. connaissance des langages de développement (au moins un langage).",CDI,rabat,maroc,n.c.,fr
chef d'agence de voyage,2023-01-05 01:00:02,2023-02-26 17:29:30,"missions :. . déterminer le positionnement commercial et promouvoir l’activité commerciale de l’agence (voyages, séjours, billetterie…) dans le respect de la réglementation spécifique des agences de voyage et dans le cadre de la politique générale définie par les propriétaires ; . conclure les accords et les contrats avec les clients, les prestataires et les partenaires ;. concevoir les offres spécifiques figurant au catalogue de l’agence et superviser leur mise au point ;. organiser le fonctionnement de l’agence, former, encadrer et animer son équipe ; . suivre les résultats et rendre compte de sa gestion auprès des propriétaires..",CDI,rabat,maroc,n.c.,fr
ouvrier,2023-01-04 01:00:03,2023-02-25 09:27:00,"nous recrutons pour l'un de nos clients, un ouvrier h/f à casablanca.. missions :. . charger et décharger les matériaux et produits. régler, actionner et surveiller les machines et installations de production. nettoyer et ranger son poste de travail. effectuer de petites interventions d'entretien ordinaire des instruments et machines de travail. informer les responsables en cas de dysfonctionnement et défauts de production. respecter les normes en matière de sécurité au travail..",Intérim,casablanca,maroc,dama,fr
ouvrier,2023-01-04 01:00:03,2023-02-25 11:13:19,"nous recrutons pour l'un de nos clients, un ouvrier h/f à casablanca.. missions :. . charger et décharger les matériaux et produits. régler, actionner et surveiller les machines et installations de production. nettoyer et ranger son poste de travail. effectuer de petites interventions d'entretien ordinaire des instruments et machines de travail. respecter les normes en matière de sécurité au travail.",Intérim,casablanca,maroc,dama,fr
chargé d'etude marketing / modérateur,2023-01-04 01:00:03,2023-02-25 11:00:23,"tectra maroc recrute pour son client, leader dans son domaine d'activité, un/e chargé(e) d'etude marketing / modérateur à casablanca.. les missions principales :. - rédiger des rapports d'analyse et de présentation d'études qualitatives . - modérer les études qualitatives.",CDI,casablanca,maroc,groupe tectra,fr
agent polyvalent,2023-01-04 01:00:03,2023-02-25 11:25:57,nous recrutons pour le compte de notre client basé sur la ville de bouskoura un agent polyvalent. détails du poste :. - assurer l'accueil. - coursier en interne. transport assuré sur la ville de casablanca.,CDI,casablanca,maroc,armonia facilities,fr
assistante import / export,2023-01-04 01:00:03,2023-02-25 12:04:29,missions :. . check des papiers reçus et échanges constants avec les fournisseurs. préparation des dossiers d’enregistrement. préparation des demandes d’attestations de dépôt. préparation des ordres d’assurance. préparation des engagements d’importation. préparation des tableaux de valeurs. suivi des dossiers auprès du transitaire. déplacement à la douane pour déblocage dossiers. pointage de la marchandise lors de la réception + prise de photo. validation des factures achats et saisie au besoin. suivi des réclamations aux marques en cas de manquants / défectueux..,Intérim,casablanca,maroc,tectra casa tertiaire ,fr
barman,2023-01-04 01:00:03,2023-02-25 12:05:41,"nous recrutons pour l'un de nos clients opérant dans le secteur hôtelier/restauration un barman sur marrakech pour deux journées.. missions :. . préparer les boissons simples et élaborer les cocktails. . assurer l'approvisionnement, la mise en place et le service au bar en intervenant dans les conditions optimales d'hygiène et sécurité.. accueillir et conseiller le client.. contribuer à la fidélisation et au développement de la clientèle.. organiser la répartition du travail entre les différents personnels du bar..",Freelance,marrakech,maroc,dama,fr
maître d’hôtel,2023-01-04 01:00:03,2023-02-25 12:43:34,"nous recrutons pour l'un de nos clients opérant dans le secteur hôtelier/restauration des maîtres d’hôtel sur la ville de marrakech pour deux journées.. missions :. . coordonner l'activité du personnel de salle de restaurant, organiser et contrôler le travail des équipes tout en étant en capacité d'intervenir à chaque étape du service.. transmettre les commandes du client au chef de rang et veiller à son exécution.. préparer la mise en place des opérations traiteurs.. au cours du repas, s'assurer que le client est satisfait.. une fois le service terminé, il s’assure de la préparation de la salle pour le service suivant.. connaître parfaitement le mécanisme du service en salle, détecter le détail à corriger et être capable de remplacer ou d'assister au pied levé le sommelier ou le chef de rang s'il y a lieu.. s'assurer que tout se passe bien et que le client est satisfait. .",Freelance,marrakech,maroc,dama,fr
réceptionniste,2023-01-04 01:00:03,2023-02-25 14:52:05,"l’humain est au cœur de notre métier !. tectra est aujourd’hui leader du conseil en ressources humaines au maroc.. avec plus de 1000 clients actifs multisectoriels et une force de réseaux de 27 agences partout dans le royaume, tectra vous accompagne dans votre recherche d’emploi.. pour l’un de ses clients, dans le secteur hôtelier, tectra recherche des réceptionnistes expérimentés sur marrakech.. missions :. . accueillir les clients à leurs arrivées.. présenter les prestations de l'établissement.. effectuer les modalités administratives du séjour.. remettre aux clients la clé de leur chambre.. établir la facturation et encaisser leur règlement.. check in / check out..",Intérim,marrakech,maroc,tectra marrakech – hôtellerie,fr
vigie - pilote de flux en centre d'appels,2023-03-09 12:39:33,2023-05-08 12:39:33,"nous sommes à la recherche d'un vigie - pilote de flux pour notre centre d'appels, en shift de nuit.. missions :. votre mission principale consistera à :. . s’assurer en temps réel que le planning est respecté, que la production réelle est alignée aux prévisions.. déployer les actions nécessaires pour gérer la production en temps réel.. gérer les appels en temps réel en fonction de la courbe prévisionnelle.. contrôler et suivre l'activité des agents.. remonter les incidents techniques.. produire les rapports et documents nécessaires à la production.. produire régulièrement des analyses à chaud et les communiquer au département opérationnel..",CDI,casablanca,maroc,lycamobile,fr
coursier polyvalent,2023-03-09 12:29:03,2023-05-08 12:29:03,"nous cherchons un coursier polyvalent expérimenté à casablanca avec une expérience de 2 à 6 ans dans le même poste.. missions :. . connaître les administrations, banques à casablanca pour trier les courriers par destinataires. veiller au respect du circuit que doivent suivre les courriers.. . .",CDI,casablanca,maroc,atires partners,fr
auditeur financier,2023-03-09 12:22:27,2023-05-08 12:22:27,"nous recrutons pour le compte d’un organisme de crédit, un auditeur financier, le poste est basé à casablanca.. mission :. . veiller à l'efficacité du dispositif de contrôle interne (identification et évaluation des risques opérationnels notamment),. vérifier la bonne application des procédures et des réglementations internes et externes,. évaluer la sécurité des traitements et la qualité de l'information comptable et financière,. formuler des préconisations et suivre leur mise en œuvre..",CDI,casablanca,maroc,dekra services,fr
coordinateur rh anglophone,2023-03-09 11:31:36,2023-05-08 11:31:36,"missions :. . coordonner et déléguer la tâche à la personne appropriée de l'équipe. mettre à jour et tenir à jour les dossiers des employés. participer au sourcing et à certains processus de sélection des cv ainsi qu'aux sujets quotidiens des rh. aide à évaluer l'engagement et l'évaluation des employés. support sur différents sujets d'administration rh, tels que l'assurance collective, l'invalidité de longue durée, les pensions et la participation aux bénéfices. tenir à jour le calendrier de l'équipe rh (planifier les réunions, les entretiens, les événements rh, etc.). créer et soumettre des rapports à la direction..",CDI,casablanca,maroc,tectra casa tertiaire ,fr
chargés de portefeuille,2023-03-09 11:30:25,2023-05-08 11:30:25,"fondation arrawaj, est un acteur économique et social majeur dans le secteur de la micro-finance, elle s’appuie sur un capital humain fort de plus de 2000 collaborateurs, réparti sur un réseau de plus de 208 agences.dans le cadre de son développement, la fondation arrawaj recrute des chargés de portefeuille h/f au niveau de notre agence à kénitra.. missions :. . gérer et développer le portefeuille client. faire des prospections de nouveaux clients. mettre en avant nos produits et nos services auprès des clients potentiels. accompagner et conseiller les clients. fidéliser les clients. veiller à garder un contact régulier avec les clients. gérer et suivre les dossiers en cours. faire du recouvrement terrain..",CDI,kénitra,maroc,fondation arrawaj,fr
commercial terrain en intérim,2023-03-09 10:28:17,2023-05-08 10:28:17,tectra maroc recrute un/e commercial terrain en intérim sur la ville de fes pour le compte d'un grand opérateur téléphonique. . les missions principales :. - la prospection terrain auprès des entreprises. - la négociation des prix. - le suivi de la livraison et la négociation.,Intérim,fes,maroc,groupe tectra,fr
contrôleur de gestion junior,2023-03-09 09:40:17,2023-05-08 09:40:17,entreprise industrielle sur dar bouazza recrute un contrôleur de gestion junior.,CDI,casablanca - dar bouazza,maroc,tectra,fr
formateur gardiennage et surveillance,2023-03-09 01:00:04,2023-04-30 10:11:12,"multinationale recherche pour son propre compte un formateur gardiennage et surveillance h/f sur rabat.. vous aurez pour missions : . . participer à la conception et à l’adaptation des modules de formation dispensés en interne, en coordination avec le responsable formation, conformément aux orientations stratégiques et aux valeurs de la société ;. assurer la réalisation et l’animation des modules constituant le cycle de formation de base du métier de gardiennage au profit des candidats sélectionnés ;. exploiter son savoir-faire dans le métier du gardiennage et s’appuyer sur son savoir être pour enrichir la formation de base et véhiculer les valeurs de la société vis-à-vis des nouvelles recrues au gardiennage ;. mesurer le degré de transfert des connaissances et le niveau d’apprentissage par les dispositifs d’évaluation mis en place à l’issue du cycle de formation de base..",CDI,rabat,maroc,n.c.,fr
coordinateur contrôle qualité,2023-03-09 01:00:04,2023-04-30 16:12:36,ses principales tâches seront :. . assurer le suivi de la qualité des produits en effectuant des tournées de vérification.. assurer le respect des normes de bonnes pratiques de fabrication.. effectuer des tournées de contrôle qualité sur les lignes de production..,Intérim,el jadida,maroc,adecco,fr
agents d'exploitation,2023-03-09 01:00:04,2023-04-30 10:09:24,"nous recrutons pour notre client sur tanger des agents d'exploitation dans le transport.. mission à réaliser :. . assurer le bon fonctionnement des activités d’exploitation et de transport. suivre les flux de marchandises et assurer leur bonne livraison. gérer et résoudre les problèmes liés à l’exploitation et au transport. assurer le respect des procédures et des législations en vigueur. assurer le contrôle et la communication des informations liées aux commandes et à leur livraison. assurer un service client qualité. recherche de prestataire via système de communication via skype, email ou par téléphone..",CDI,tanger,maroc,adecco,fr
technicien electrique,2023-03-09 01:00:04,2023-04-30 10:12:23,nous recrutons pour notre client deux techniciens électrique pour le câblage et la mise en service d'une nouvelle chaudière à bouskoura.,Intérim,casablanca,maroc,tectra casa tertiaire ,fr
chargé de recouvrement,2023-03-09 01:00:04,2023-04-30 10:48:35,"nous recrutons un chargé de recouvrement h/f sur casablanca.. principales missions :. . contrôle, la supervision et le suivi des règlements des clients,. procède à l’élaboration des situations mensuelles de solde clients,. procède à une relance systématique des clients dont les règlements ne sont pas parvenus à temps,. assure le suivi du recouvrement et assure l’exécution du processus de recouvrement en termes de relance verbale, écrite et passage en contentieux..",CDI,casablanca,maroc,n.c.,fr
comptable,2023-03-09 01:00:04,2023-04-30 11:32:23,"voici vos principaux cœurs de métier :. . grâce à des techniques d’automatisation, vous participerez à l’enregistrement des pièces justificatives comptables (achats, frais généraux…). vous aurez en charge les travaux de révision comptable, en autonomie technique ou avec assistance ;. vous veillerez au respect des échéances déclaratives des sociétés ainsi qu’aux règles et aux procédures comptables du groupe. . l’objectif ? établir des situations mensuelles, chaque mois, pour les diverses sociétés de votre portefeuille. le tout, dans une optique d’aide à la décision.. vos missions sont larges et en fonction des sociétés de votre portefeuille, vous aurez la possibilité d’effectuer des travaux complémentaires de gestion administrative et financière.. plusieurs notions pourraient alors être abordées, en fonction de votre profil :. . comptabilité générale. comptabilité client. comptabilité fournisseur. comptabilité analytique. gestion budgétaire. gestion de trésorerie. contrôle de gestion. gestion administrative. gestion financière. . différents postes sont à pourvoir et en fonction de votre profil et vos affinités, vos missions pourront évoluer sur :. . des travaux stratégiques d’optimisation des comptes. de communication financière. de gestion de projets financiers. de production de liasses fiscales.. . dès votre arrivée, vous serez accompagné par une équipe structurée, bienveillante et dynamique.. cet environnement multisociétés favorise les échanges et permet de nombreux contacts avec des interlocuteurs variés : dirigeants, commissaires aux comptes, banquiers, clients, fournisseurs, équipes financières des filiales, contrôleurs de gestion, raf, auditeurs, consolideurs…",CDI,tanger,maroc,supleor,fr
